application_id,job,job_id,position,tenure_track,date,candidate
147,147,Assistant Professor,Mathematics,0,2016-10-17 14:29:00,user1118@example.com
148,148,Professor,English,0,2016-04-25 19:04:05,user7951@example.com
149,149,Assistant Professor,Computer Science,0,2000-05-06 18:39:23,user9987@example.com
150,150,Associate Professor,Electrical Engineering,1,2009-01-21 02:18:48,user8483@example.com
151,151,Assistant Professor,Physics,0,2021-08-19 17:50:29,user5564@example.com
152,152,Associate Professor,English,1,2006-08-26 13:18:50,user8456@example.com
153,153,Assistant Professor,Computer Science,0,2007-01-15 01:06:11,user8609@example.com
154,154,Assistant Professor,Mathematics,1,2006-12-19 12:53:37,user6362@example.com
155,155,Associate Professor,Electrical Engineering,1,2011-07-07 14:22:51,user1882@example.com
156,156,Associate Professor,Mathematics,0,2012-03-23 04:09:36,user8489@example.com
157,157,Professor,Art,0,2005-03-26 09:49:42,user8211@example.com
158,158,Assistant Professor,Mathematics,0,2001-12-09 08:27:55,user1185@example.com
159,159,Assistant Professor,English,0,2020-11-03 00:33:37,user6046@example.com
160,160,Associate Professor,Physics,0,2018-06-11 14:18:38,user5087@example.com
161,161,Professor,Electrical Engineering,1,2014-11-14 01:47:35,user7508@example.com
162,162,Professor,Computer Science,0,2018-11-20 07:36:42,user7564@example.com
163,163,Assistant Professor,Computer Science,0,2022-11-01 02:42:28,user9884@example.com
164,164,Assistant Professor,Electrical Engineering,0,2018-10-07 14:35:17,user3881@example.com
165,165,Associate Professor,Mathematics,0,2008-09-20 03:33:19,user2445@example.com
166,166,Professor,English,0,2022-05-14 00:06:12,user1811@example.com
167,167,Professor,Mathematics,0,2010-11-03 11:19:57,user1055@example.com
168,168,Assistant Professor,Computer Science,0,2004-02-08 03:18:53,user6837@example.com
169,169,Assistant Professor,Electrical Engineering,0,2015-09-18 11:39:02,user8042@example.com
170,170,Assistant Professor,Electrical Engineering,0,2014-05-13 16:17:37,user7919@example.com
171,171,Professor,Physics,1,2010-12-21 14:21:13,user6388@example.com
172,172,Associate Professor,Computer Science,0,2022-06-07 04:40:09,user6226@example.com
173,173,Professor,Mathematics,1,2017-10-08 00:33:39,user3516@example.com
174,174,Professor,Electrical Engineering,0,2012-03-11 20:05:15,user4902@example.com
175,175,Professor,Computer Science,1,2010-08-05 10:42:55,user9140@example.com
176,176,Assistant Professor,Physics,0,2022-01-11 18:36:15,user7976@example.com
177,177,Associate Professor,Art,0,2007-11-17 07:27:28,user3981@example.com
178,178,Associate Professor,Computer Science,0,2020-07-01 23:57:35,user1774@example.com
179,179,Assistant Professor,Electrical Engineering,0,2004-11-22 21:43:51,user9982@example.com
180,180,Associate Professor,English,0,2023-06-11 11:07:30,user6286@example.com
181,181,Associate Professor,Art,1,2019-07-26 13:11:35,user7525@example.com
182,182,Professor,Physics,0,2019-10-07 08:55:19,user6310@example.com
183,183,Associate Professor,Computer Science,0,2004-07-19 04:46:22,user2257@example.com
184,184,Professor,Electrical Engineering,1,2015-05-28 06:55:09,user7375@example.com
185,185,Assistant Professor,English,1,2011-03-24 06:43:32,user9468@example.com
186,186,Professor,Electrical Engineering,1,2005-09-16 07:33:18,user6469@example.com
187,187,Professor,Computer Science,0,2016-09-06 18:41:53,user7549@example.com
188,188,Associate Professor,Computer Science,1,2015-06-05 23:58:57,user9411@example.com
189,189,Professor,Computer Science,1,2004-11-02 17:07:22,user1009@example.com
190,190,Assistant Professor,Art,0,2014-07-10 16:38:14,user9229@example.com
191,191,Assistant Professor,English,0,2009-06-27 06:29:29,user6871@example.com
192,192,Associate Professor,Electrical Engineering,1,2007-08-17 19:57:37,user6436@example.com
193,193,Assistant Professor,Computer Science,1,2001-06-09 09:53:55,user7472@example.com
194,194,Associate Professor,Physics,0,2018-01-26 20:01:35,user8893@example.com
195,195,Professor,English,1,2001-06-07 05:58:22,user7161@example.com
196,196,Assistant Professor,English,0,2005-03-23 15:26:09,user2852@example.com
197,197,Professor,English,1,2008-12-01 07:59:28,user2395@example.com
198,198,Assistant Professor,English,0,2023-08-03 12:51:39,user6681@example.com
199,199,Professor,Electrical Engineering,1,2010-07-13 09:59:08,user9705@example.com
200,200,Assistant Professor,Computer Science,0,2010-04-24 00:04:52,user2037@example.com
201,201,Assistant Professor,Physics,1,2001-11-18 13:56:55,user2913@example.com
202,202,Assistant Professor,Mathematics,1,2017-08-07 14:08:50,user2556@example.com
203,203,Associate Professor,Electrical Engineering,1,2020-01-05 13:02:25,user1974@example.com
204,204,Professor,Mathematics,1,2007-09-19 00:05:30,user5125@example.com
205,205,Professor,English,0,2012-02-18 11:24:35,user6561@example.com
206,206,Associate Professor,Electrical Engineering,0,2009-12-27 03:41:40,user2308@example.com
207,207,Professor,English,1,2010-10-01 21:38:58,user3595@example.com
208,208,Assistant Professor,English,1,2023-03-21 22:36:42,user8413@example.com
209,209,Associate Professor,Electrical Engineering,1,2023-05-04 16:21:01,user5194@example.com
210,210,Associate Professor,Art,0,2021-04-14 04:14:56,user5929@example.com
211,211,Professor,Physics,1,2012-05-25 03:57:28,user5125@example.com
212,212,Associate Professor,Physics,0,2011-10-05 09:35:45,user2083@example.com
213,213,Associate Professor,Art,1,2010-08-05 14:28:08,user5561@example.com
214,214,Associate Professor,Mathematics,1,2020-07-07 03:40:22,user7986@example.com
215,215,Assistant Professor,Computer Science,0,2016-05-22 09:51:47,user6416@example.com
216,216,Professor,Physics,0,2003-05-14 00:29:03,user3940@example.com
217,217,Professor,Mathematics,0,2006-01-10 19:50:15,user5890@example.com
218,218,Professor,Computer Science,1,2005-11-26 21:17:33,user3464@example.com
219,219,Professor,Electrical Engineering,1,2009-09-15 04:21:14,user1929@example.com
220,220,Assistant Professor,Physics,0,2015-08-07 05:52:29,user2753@example.com
221,221,Professor,English,0,2015-02-18 04:23:45,user4366@example.com
222,222,Professor,Computer Science,1,2011-07-03 21:40:20,user3686@example.com
223,223,Associate Professor,English,0,2022-08-26 03:46:35,user4473@example.com
224,224,Assistant Professor,Art,1,2021-06-08 21:53:51,user9264@example.com
225,225,Professor,English,1,2021-08-28 00:58:56,user4139@example.com
226,226,Associate Professor,Mathematics,0,2018-04-26 00:59:51,user5469@example.com
227,227,Assistant Professor,English,1,2012-07-24 18:11:27,user3593@example.com
228,228,Associate Professor,Art,1,2022-06-13 13:41:54,user5929@example.com
229,229,Professor,Electrical Engineering,0,2014-02-24 19:04:31,user6980@example.com
230,230,Assistant Professor,Computer Science,1,2009-11-15 06:32:45,user5230@example.com
231,231,Assistant Professor,Art,1,2000-10-25 07:18:42,user7972@example.com
232,232,Associate Professor,Art,0,2011-10-28 15:58:36,user3528@example.com
233,233,Associate Professor,English,1,2013-11-08 13:53:47,user2528@example.com
234,234,Professor,Art,1,2005-05-26 16:17:57,user3525@example.com
235,235,Associate Professor,Mathematics,1,2006-07-02 05:39:17,user1184@example.com
236,236,Associate Professor,Art,1,2020-03-06 13:33:40,user4904@example.com
237,237,Associate Professor,Physics,1,2015-04-16 04:38:49,user3617@example.com
238,238,Assistant Professor,Mathematics,1,2019-09-02 23:48:36,user6894@example.com
239,239,Professor,Mathematics,1,2001-08-25 11:21:33,user9911@example.com
240,240,Associate Professor,English,0,2019-08-25 15:39:44,user2669@example.com
241,241,Assistant Professor,English,0,2023-01-19 12:48:22,user4022@example.com
242,242,Professor,Electrical Engineering,1,2003-07-28 20:41:16,user4119@example.com
243,243,Professor,Mathematics,1,2022-05-15 20:17:20,user6805@example.com
244,244,Professor,English,0,2018-10-03 22:24:02,user7930@example.com
245,245,Professor,Art,0,2020-03-16 02:02:57,user9631@example.com
246,246,Professor,Physics,0,2021-02-25 12:58:50,user2486@example.com
247,247,Assistant Professor,English,0,2006-02-12 06:47:28,user9197@example.com
248,248,Professor,Mathematics,1,2000-11-13 12:31:16,user2571@example.com
249,249,Professor,English,1,2012-09-17 05:08:16,user8652@example.com
250,250,Assistant Professor,English,0,2013-02-23 10:44:28,user9952@example.com
251,251,Associate Professor,Art,1,2013-11-01 21:53:08,user2485@example.com
252,252,Assistant Professor,Mathematics,1,2010-06-22 02:50:38,user5593@example.com
253,253,Associate Professor,Computer Science,0,2019-08-18 14:32:17,user3976@example.com
254,254,Professor,Physics,0,2012-02-18 23:49:41,user8449@example.com
255,255,Professor,English,0,2004-07-25 22:11:57,user7714@example.com
256,256,Associate Professor,Physics,0,2005-10-11 03:16:52,user8251@example.com
257,257,Associate Professor,English,1,2004-09-28 00:50:13,user8371@example.com
258,258,Assistant Professor,Computer Science,1,2022-07-24 12:22:20,user5869@example.com
259,259,Associate Professor,Computer Science,1,2022-11-18 07:56:13,user4213@example.com
260,260,Associate Professor,Physics,1,2000-12-13 04:18:23,user3114@example.com
261,261,Professor,Computer Science,1,2012-07-08 16:18:13,user9277@example.com
262,262,Associate Professor,Computer Science,1,2008-08-22 13:38:23,user7108@example.com
263,263,Professor,Art,0,2007-02-03 09:28:17,user1587@example.com
264,264,Associate Professor,English,0,2006-02-25 00:29:40,user5889@example.com
265,265,Assistant Professor,Art,0,2004-09-10 08:25:04,user4278@example.com
266,266,Professor,Computer Science,0,2017-09-17 15:50:54,user2005@example.com
267,267,Assistant Professor,Computer Science,0,2003-02-04 19:57:54,user7002@example.com
268,268,Professor,Art,0,2004-05-13 19:16:21,user6181@example.com
269,269,Assistant Professor,Computer Science,0,2004-07-06 07:24:35,user1151@example.com
270,270,Professor,Physics,1,2013-06-12 15:02:12,user6972@example.com
271,271,Professor,Computer Science,0,2012-11-24 01:45:46,user7291@example.com
272,272,Professor,Mathematics,0,2006-10-21 11:53:33,user8698@example.com
273,273,Professor,Mathematics,1,2017-11-18 11:34:30,user5281@example.com
274,274,Associate Professor,Art,0,2002-01-25 08:09:24,user6077@example.com
275,275,Professor,English,1,2019-11-28 03:17:08,user7306@example.com
276,276,Associate Professor,Computer Science,0,2018-10-16 06:40:15,user3050@example.com
277,277,Professor,Art,0,2008-10-10 07:28:16,user4572@example.com
278,278,Assistant Professor,Mathematics,1,2000-12-28 12:29:45,user7320@example.com
279,279,Professor,English,0,2012-08-04 14:51:34,user6355@example.com
280,280,Professor,Electrical Engineering,1,2020-12-05 19:50:49,user7606@example.com
281,281,Associate Professor,Art,1,2011-07-09 06:09:29,user3450@example.com
282,282,Associate Professor,Art,0,2008-09-03 07:43:36,user7138@example.com
283,283,Professor,English,1,2019-11-07 05:19:49,user6529@example.com
284,284,Professor,Physics,0,2020-11-15 03:34:11,user7352@example.com
285,285,Associate Professor,English,1,2011-04-03 04:26:57,user3650@example.com
286,286,Associate Professor,Computer Science,1,2001-12-15 06:11:45,user3584@example.com
287,287,Professor,Mathematics,0,2017-05-24 06:23:07,user7450@example.com
288,288,Professor,Electrical Engineering,0,2007-12-14 18:52:35,user2375@example.com
289,289,Assistant Professor,Mathematics,1,2010-11-18 15:15:11,user2089@example.com
290,290,Assistant Professor,English,0,2018-12-10 13:15:26,user9196@example.com
291,291,Associate Professor,Art,1,2003-12-18 06:46:33,user4818@example.com
292,292,Professor,Electrical Engineering,0,2021-10-23 08:15:10,user7973@example.com
293,293,Professor,Mathematics,0,2014-08-01 20:09:08,user8266@example.com
294,294,Associate Professor,Mathematics,1,2009-08-26 22:19:25,user1607@example.com
295,295,Associate Professor,Computer Science,1,2007-03-21 23:28:56,user8384@example.com
296,296,Assistant Professor,Physics,1,2016-06-10 02:20:37,user9445@example.com
297,297,Professor,Electrical Engineering,1,2009-03-23 13:19:53,user4536@example.com
298,298,Professor,Mathematics,1,2012-07-26 20:32:51,user9268@example.com
299,299,Assistant Professor,Physics,1,2010-06-24 20:48:21,user8030@example.com
300,300,Associate Professor,Art,1,2021-12-23 19:16:36,user3811@example.com
301,301,Associate Professor,Computer Science,0,2012-10-19 20:57:02,user8571@example.com
302,302,Associate Professor,English,1,2011-06-25 01:54:44,user8097@example.com
303,303,Professor,English,1,2004-10-15 18:41:23,user5274@example.com
304,304,Assistant Professor,Physics,0,2021-07-07 05:00:56,user4925@example.com
305,305,Professor,Physics,0,2023-04-24 07:59:23,user2107@example.com
306,306,Associate Professor,Mathematics,0,2023-03-14 14:33:42,user6898@example.com
307,307,Assistant Professor,Electrical Engineering,1,2004-01-24 09:53:53,user6180@example.com
308,308,Associate Professor,Mathematics,0,2013-03-11 10:59:27,user4457@example.com
309,309,Professor,Physics,1,2020-04-05 08:27:33,user1336@example.com
310,310,Associate Professor,Computer Science,1,2016-08-05 10:28:52,user7410@example.com
311,311,Professor,Electrical Engineering,0,2012-06-18 08:16:03,user8088@example.com
312,312,Associate Professor,Mathematics,1,2013-06-07 16:21:47,user1449@example.com
313,313,Professor,Computer Science,0,2001-09-28 13:38:09,user9766@example.com
314,314,Professor,Computer Science,0,2000-03-13 09:52:41,user3522@example.com
315,315,Associate Professor,Art,0,2021-04-10 12:07:50,user2477@example.com
316,316,Professor,Mathematics,1,2015-07-28 16:54:46,user1186@example.com
317,317,Professor,Art,1,2019-11-06 15:48:17,user9413@example.com
318,318,Professor,Physics,1,2010-03-15 07:24:08,user8800@example.com
319,319,Associate Professor,Computer Science,0,2014-11-16 19:51:49,user2399@example.com
320,320,Assistant Professor,Art,0,2004-01-09 10:35:42,user5153@example.com
321,321,Associate Professor,Computer Science,0,2012-02-13 20:21:01,user2240@example.com
322,322,Assistant Professor,Physics,1,2021-12-14 09:27:37,user8682@example.com
323,323,Professor,Computer Science,1,2011-04-03 18:49:38,user5074@example.com
324,324,Associate Professor,Mathematics,1,2021-11-09 03:23:49,user4946@example.com
325,325,Professor,Electrical Engineering,1,2002-04-09 17:33:35,user1456@example.com
326,326,Assistant Professor,Computer Science,0,2005-12-06 19:06:52,user3422@example.com
327,327,Assistant Professor,Physics,0,2001-03-12 22:43:42,user7889@example.com
328,328,Associate Professor,Electrical Engineering,0,2012-10-24 11:05:25,user7468@example.com
329,329,Assistant Professor,Mathematics,0,2008-07-27 20:27:15,user7809@example.com
330,330,Professor,Computer Science,0,2006-12-07 14:15:55,user3940@example.com
331,331,Professor,Physics,0,2023-05-21 11:56:45,user5087@example.com
332,332,Associate Professor,Mathematics,1,2004-04-04 00:52:16,user1525@example.com
333,333,Professor,Art,0,2013-11-26 21:33:51,user7924@example.com
334,334,Assistant Professor,Physics,0,2003-04-09 03:42:32,user3839@example.com
335,335,Associate Professor,Electrical Engineering,1,2006-11-25 17:10:36,user5325@example.com
336,336,Assistant Professor,Electrical Engineering,1,2015-10-06 16:27:00,user6231@example.com
337,337,Associate Professor,Art,1,2008-10-26 16:57:17,user1791@example.com
338,338,Professor,Physics,1,2003-09-07 19:20:52,user8653@example.com
339,339,Professor,Art,0,2014-08-05 12:53:46,user3393@example.com
340,340,Assistant Professor,English,0,2007-12-14 15:22:11,user9350@example.com
341,341,Professor,English,1,2016-04-23 09:32:07,user9308@example.com
342,342,Professor,Physics,0,2010-11-25 18:52:48,user6142@example.com
343,343,Professor,Computer Science,1,2013-11-26 02:31:10,user3007@example.com
344,344,Professor,Computer Science,1,2011-12-13 01:30:09,user1864@example.com
345,345,Assistant Professor,Art,0,2010-09-14 09:51:11,user1248@example.com
346,346,Professor,English,0,2000-04-03 19:52:29,user8746@example.com
347,347,Assistant Professor,Computer Science,1,2006-07-25 11:46:30,user5313@example.com
348,348,Professor,Physics,0,2019-09-07 09:02:20,user5828@example.com
349,349,Associate Professor,Art,1,2021-01-19 20:25:17,user4260@example.com
350,350,Assistant Professor,English,1,2022-10-03 05:44:28,user9410@example.com
351,351,Assistant Professor,Mathematics,0,2003-01-25 18:45:39,user7575@example.com
352,352,Assistant Professor,Art,1,2007-03-27 05:48:39,user3841@example.com
353,353,Professor,Electrical Engineering,1,2016-12-11 18:39:29,user9403@example.com
354,354,Associate Professor,English,0,2015-03-03 14:55:05,user8563@example.com
355,355,Assistant Professor,Physics,0,2021-01-13 07:40:26,user6685@example.com
356,356,Professor,Mathematics,1,2021-03-03 03:45:08,user9754@example.com
357,357,Associate Professor,Physics,0,2022-05-03 23:54:13,user7976@example.com
358,358,Professor,English,0,2000-03-28 14:07:51,user9868@example.com
359,359,Assistant Professor,Art,1,2007-04-14 21:05:50,user5825@example.com
360,360,Assistant Professor,Computer Science,1,2022-12-17 14:04:07,user5054@example.com
361,361,Associate Professor,Mathematics,1,2020-08-14 03:39:41,user2511@example.com
362,362,Assistant Professor,Electrical Engineering,1,2004-08-14 12:56:10,user1812@example.com
363,363,Professor,Physics,0,2015-04-24 07:24:40,user8601@example.com
364,364,Assistant Professor,Mathematics,0,2023-12-19 07:08:14,user6127@example.com
