degree_level,age,years_experience,previous_occupation,race,religious_affiliation,phone_number,email,last_degree_issued,ssn,gender,background_check_data
Bachelors,58,25,Data Analyst,Other,Muslim,5679479648,user7535@example.com,PhD in CS,172369965,Male,Clear
Masters,62,1,Data Analyst,Hispanic,Muslim,2561883136,user4379@example.com,Masters in CS,924403998,Female,Clear
PhD,64,33,Research Scientist,Asian,Muslim,1340336321,user4848@example.com,PhD in CS,858092536,Male,Clear
Bachelors,31,24,Software Engineer,Hispanic,None,2535617931,user3437@example.com,Bachelors in CS,431786652,Female,Clear
Masters,34,19,Data Analyst,Other,None,2653714358,user3553@example.com,Masters in CS,168889050,Female,Clear
Masters,29,12,Junior Developer,Black,Buddhist,8198085067,user1358@example.com,Bachelors in CS,873185237,Male,Clear
PhD,31,26,Data Analyst,Black,None,3134600772,user8417@example.com,Bachelors in CS,806687183,Female,Clear
Masters,53,35,Research Scientist,Other,None,8396385163,user8353@example.com,Masters in CS,964371025,Male,Clear
PhD,58,34,Junior Developer,Other,Muslim,9078696719,user1947@example.com,Masters in CS,134369365,Male,Clear
Bachelors,36,40,Data Analyst,Black,Christian,3772693937,user6603@example.com,Bachelors in CS,615511339,Female,Clear
PhD,25,4,Software Engineer,White,Muslim,8937401346,user6986@example.com,PhD in CS,745688600,Male,Clear
Bachelors,20,21,Project Manager,Asian,Hindu,1682335506,user1509@example.com,Bachelors in CS,519190978,Male,Clear
Bachelors,55,14,Project Manager,Black,Christian,8962649308,user4285@example.com,Masters in CS,308440974,Female,Clear
Masters,20,24,Data Analyst,White,Muslim,5093081422,user7781@example.com,PhD in CS,996197060,Male,Clear
Bachelors,47,12,Research Scientist,White,None,4775077462,user5108@example.com,Bachelors in CS,594552008,Female,Clear
PhD,31,7,Junior Developer,Asian,Buddhist,8026403264,user4539@example.com,Bachelors in CS,699563431,Female,Clear
Masters,40,38,Software Engineer,Black,Christian,5740181978,user1489@example.com,PhD in CS,362327725,Female,Clear
Bachelors,49,15,Junior Developer,Other,None,4670457934,user8219@example.com,Bachelors in CS,862486405,Female,Clear
Bachelors,38,26,Data Analyst,Asian,Muslim,5626255531,user6591@example.com,PhD in CS,594008316,Female,Clear
Bachelors,43,33,Research Scientist,White,Hindu,6022340879,user1756@example.com,Bachelors in CS,342627810,Female,Clear
Masters,56,1,Data Analyst,White,Hindu,9805999532,user3211@example.com,PhD in CS,935717159,Male,Clear
Bachelors,20,39,Software Engineer,White,Hindu,3722541026,user5986@example.com,Masters in CS,724791230,Female,Clear
PhD,63,6,Project Manager,Other,Muslim,8610435532,user3094@example.com,Masters in CS,225465385,Male,Clear
Bachelors,48,12,Data Analyst,White,Buddhist,5112400506,user5455@example.com,Masters in CS,629739104,Female,Clear
Bachelors,48,24,Project Manager,Asian,Muslim,7123449974,user2649@example.com,PhD in CS,207609666,Female,Clear
Bachelors,62,33,Data Analyst,Other,Muslim,7168247474,user9570@example.com,Masters in CS,800857729,Female,Clear
PhD,37,37,Junior Developer,White,Buddhist,6967798327,user8677@example.com,PhD in CS,911378721,Female,Clear
Bachelors,40,30,Research Scientist,Other,None,1587976735,user3280@example.com,Masters in CS,128816157,Female,Clear
Masters,45,16,Research Scientist,White,Buddhist,1933785376,user3324@example.com,PhD in CS,596904235,Female,Clear
Bachelors,60,35,Software Engineer,Asian,Christian,3081605917,user9084@example.com,Bachelors in CS,942622955,Female,Clear
Masters,20,16,Research Scientist,Other,None,9665763106,user8233@example.com,Masters in CS,719584432,Female,Clear
Bachelors,22,30,Research Scientist,Asian,None,3543307370,user5524@example.com,Bachelors in CS,902937318,Female,Clear
PhD,20,12,Junior Developer,Asian,Christian,5568377347,user8592@example.com,PhD in CS,920448427,Female,Clear
Bachelors,23,36,Software Engineer,White,None,1921402144,user4421@example.com,Masters in CS,826646318,Female,Clear
Bachelors,31,0,Software Engineer,Hispanic,None,2320792297,user2070@example.com,PhD in CS,925920683,Male,Clear
Bachelors,27,40,Research Scientist,White,Buddhist,6624516310,user9466@example.com,Bachelors in CS,784049774,Female,Clear
PhD,21,40,Research Scientist,Black,Buddhist,1666534382,user4309@example.com,Masters in CS,183370324,Male,Clear
PhD,29,28,Project Manager,Asian,None,5173898657,user3470@example.com,Bachelors in CS,210618487,Female,Clear
Masters,29,18,Junior Developer,Other,Christian,9521852684,user8350@example.com,PhD in CS,860117939,Male,Clear
PhD,25,28,Software Engineer,White,Christian,1091893419,user1074@example.com,Masters in CS,369404168,Female,Clear
Bachelors,48,27,Software Engineer,Hispanic,Buddhist,8215966684,user8871@example.com,Masters in CS,360341933,Female,Clear
PhD,33,25,Junior Developer,Black,Christian,9129112146,user7519@example.com,PhD in CS,180119859,Male,Clear
PhD,38,11,Project Manager,Other,None,3233378018,user8619@example.com,PhD in CS,805599353,Male,Clear
Masters,39,40,Research Scientist,Black,None,9671991687,user4815@example.com,PhD in CS,456610435,Male,Clear
Bachelors,54,12,Data Analyst,Other,Buddhist,9682760703,user2149@example.com,PhD in CS,794107404,Male,Clear
PhD,20,39,Research Scientist,Other,None,2063976109,user7174@example.com,PhD in CS,949651883,Male,Clear
Bachelors,39,10,Software Engineer,Black,Muslim,7986564065,user1901@example.com,Masters in CS,908208301,Male,Clear
Masters,34,29,Data Analyst,Asian,Hindu,5670938787,user4065@example.com,Masters in CS,436365946,Male,Clear
Bachelors,36,4,Junior Developer,Hispanic,Muslim,5045036819,user2763@example.com,Bachelors in CS,251799746,Male,Clear
Masters,48,12,Software Engineer,Asian,Hindu,2431979334,user6628@example.com,Masters in CS,904772812,Female,Clear
Bachelors,24,13,Data Analyst,Black,Buddhist,9045329792,user1437@example.com,PhD in CS,320540095,Female,Clear
Masters,45,35,Software Engineer,Other,Buddhist,3952570002,user6904@example.com,Bachelors in CS,618763620,Male,Clear
Bachelors,48,5,Software Engineer,Asian,Buddhist,8926441045,user4917@example.com,Masters in CS,393299723,Female,Clear
Bachelors,53,9,Software Engineer,Other,None,9137257658,user3159@example.com,Masters in CS,670651546,Female,Clear
Bachelors,34,23,Junior Developer,Hispanic,Muslim,2271262050,user7710@example.com,PhD in CS,689296091,Female,Clear
Bachelors,34,11,Project Manager,Asian,Christian,6513588830,user5573@example.com,Bachelors in CS,118979113,Female,Clear
Masters,27,6,Junior Developer,Black,Muslim,6324110401,user1813@example.com,Masters in CS,681208745,Female,Clear
PhD,39,12,Project Manager,Black,Christian,2020395506,user3743@example.com,Masters in CS,191251627,Female,Clear
Bachelors,52,36,Research Scientist,Black,Buddhist,2953877234,user6221@example.com,Bachelors in CS,249303676,Female,Clear
Bachelors,20,30,Research Scientist,White,None,4816738929,user9365@example.com,Masters in CS,566643870,Female,Clear
Bachelors,64,32,Research Scientist,Black,Muslim,6140257664,user3701@example.com,PhD in CS,312417009,Female,Clear
PhD,47,7,Data Analyst,White,Buddhist,9936922991,user8483@example.com,PhD in CS,980210441,Male,Clear
Bachelors,33,38,Software Engineer,White,None,6548268721,user9156@example.com,Masters in CS,728590836,Male,Clear
Bachelors,53,33,Project Manager,White,Buddhist,2855513917,user8588@example.com,PhD in CS,995046469,Male,Clear
PhD,48,13,Software Engineer,White,Hindu,2833365531,user7784@example.com,PhD in CS,469227042,Male,Clear
Bachelors,62,9,Data Analyst,Black,Hindu,5821977538,user3737@example.com,Masters in CS,660437520,Male,Clear
Masters,26,25,Software Engineer,White,Buddhist,9325098000,user7786@example.com,PhD in CS,505719870,Male,Clear
Bachelors,51,22,Software Engineer,Black,None,3019595584,user3339@example.com,Masters in CS,657200600,Male,Clear
Masters,52,1,Software Engineer,Other,Muslim,3610291098,user8720@example.com,Bachelors in CS,195548978,Male,Clear
Bachelors,29,22,Software Engineer,Other,Buddhist,2732893223,user6365@example.com,PhD in CS,730916575,Female,Clear
Bachelors,21,22,Research Scientist,Asian,Buddhist,9821941272,user7496@example.com,Bachelors in CS,537580350,Male,Clear
PhD,34,25,Project Manager,Asian,None,6017625805,user6776@example.com,Masters in CS,969055409,Female,Clear
Masters,54,5,Project Manager,Hispanic,Hindu,3958945437,user7255@example.com,Bachelors in CS,337802163,Female,Clear
PhD,35,21,Research Scientist,White,Muslim,3840877414,user9824@example.com,Masters in CS,754559733,Female,Clear
PhD,63,5,Data Analyst,Other,Hindu,6254241404,user3251@example.com,PhD in CS,450665836,Female,Clear
Masters,30,30,Research Scientist,Asian,Buddhist,4417752963,user6004@example.com,Bachelors in CS,800424236,Female,Clear
Masters,29,11,Data Analyst,Other,Buddhist,3220668334,user8997@example.com,PhD in CS,771340010,Male,Clear
Masters,61,11,Research Scientist,Black,Christian,5779194395,user9394@example.com,PhD in CS,970917749,Female,Clear
Masters,58,13,Data Analyst,Other,Buddhist,7862145872,user8972@example.com,PhD in CS,604700732,Female,Clear
Bachelors,30,26,Data Analyst,Other,None,5918859192,user2542@example.com,Bachelors in CS,916133503,Male,Clear
Masters,59,36,Software Engineer,White,Hindu,4788394894,user3108@example.com,Masters in CS,224715231,Female,Clear
Masters,40,15,Data Analyst,Black,Christian,7532918121,user7901@example.com,PhD in CS,779833807,Female,Clear
PhD,53,16,Junior Developer,Black,Christian,8020138482,user8990@example.com,Masters in CS,167187531,Male,Clear
PhD,39,9,Software Engineer,Hispanic,Muslim,1959633647,user8686@example.com,Masters in CS,572040017,Male,Clear
Bachelors,43,1,Project Manager,Asian,Christian,6888621386,user1341@example.com,Bachelors in CS,907988693,Female,Clear
PhD,55,14,Research Scientist,Hispanic,Muslim,1791548732,user5150@example.com,Masters in CS,233915597,Male,Clear
Masters,31,26,Junior Developer,Black,Muslim,1382602905,user8131@example.com,Masters in CS,414084131,Female,Clear
Masters,58,13,Junior Developer,White,Buddhist,8977591067,user5843@example.com,Bachelors in CS,328631141,Female,Clear
Masters,29,32,Junior Developer,White,Buddhist,2990192541,user2537@example.com,Masters in CS,144119140,Female,Clear
PhD,30,1,Junior Developer,White,Muslim,1484200843,user5579@example.com,PhD in CS,474375844,Female,Clear
PhD,56,39,Project Manager,Asian,Hindu,1627573791,user8455@example.com,Masters in CS,888608586,Female,Clear
PhD,46,1,Software Engineer,Other,Muslim,1129432565,user4896@example.com,PhD in CS,651915776,Male,Clear
PhD,37,40,Research Scientist,Black,Buddhist,4355812264,user2543@example.com,Bachelors in CS,817221820,Male,Clear
PhD,64,39,Project Manager,Other,Hindu,5293583949,user8700@example.com,PhD in CS,552973661,Female,Clear
PhD,49,23,Junior Developer,Black,None,9926751082,user5790@example.com,Bachelors in CS,668264395,Male,Clear
PhD,44,1,Junior Developer,Asian,Hindu,1122715665,user4111@example.com,Bachelors in CS,333387419,Male,Clear
Masters,49,2,Project Manager,Asian,Hindu,8563825295,user5366@example.com,Masters in CS,867338588,Female,Clear
PhD,63,4,Research Scientist,Asian,Buddhist,3686254424,user8364@example.com,Masters in CS,251154160,Female,Clear
Masters,60,19,Data Analyst,Asian,Hindu,8685887713,user8871@example.com,Masters in CS,853275796,Female,Clear
PhD,64,19,Junior Developer,Asian,Buddhist,8459383315,user1043@example.com,PhD in CS,829246919,Male,Clear
Bachelors,32,11,Research Scientist,Black,Buddhist,2088483438,user5427@example.com,Masters in CS,222912783,Female,Clear
Bachelors,56,3,Junior Developer,Black,Muslim,4123008609,user2459@example.com,PhD in CS,456715828,Female,Clear
PhD,45,22,Research Scientist,Other,Muslim,9966386436,user2535@example.com,Masters in CS,651364099,Male,Clear
Masters,26,19,Research Scientist,Black,Hindu,5380622643,user7509@example.com,Masters in CS,271308661,Male,Clear
Masters,38,21,Project Manager,Asian,None,3080601583,user2762@example.com,Bachelors in CS,822602862,Male,Clear
Bachelors,60,5,Research Scientist,Hispanic,None,4561287955,user9559@example.com,PhD in CS,418606241,Male,Clear
Masters,49,19,Software Engineer,White,None,1406370510,user4191@example.com,PhD in CS,813511610,Male,Clear
Bachelors,26,4,Data Analyst,Other,Muslim,7005004364,user1495@example.com,PhD in CS,430042946,Female,Clear
Masters,23,38,Project Manager,Hispanic,Muslim,2439007039,user3015@example.com,Masters in CS,404409812,Female,Clear
PhD,49,10,Project Manager,Other,Hindu,5557590530,user4040@example.com,PhD in CS,646006988,Female,Clear
PhD,38,17,Junior Developer,Asian,Muslim,5689461549,user6391@example.com,PhD in CS,586882227,Male,Clear
Masters,40,39,Research Scientist,Other,Christian,3230679630,user4325@example.com,Masters in CS,545979522,Female,Clear
PhD,57,34,Data Analyst,White,None,7107235622,user7158@example.com,Bachelors in CS,871578491,Male,Clear
PhD,39,3,Project Manager,Other,None,9005455020,user7635@example.com,PhD in CS,768922685,Male,Clear
Bachelors,62,27,Project Manager,Hispanic,Christian,4477973885,user5866@example.com,Masters in CS,437201101,Female,Clear
PhD,61,28,Research Scientist,Other,Hindu,2362068133,user9299@example.com,Bachelors in CS,934669128,Male,Clear
Masters,59,22,Project Manager,Hispanic,Christian,6291360034,user4853@example.com,Bachelors in CS,689369749,Male,Clear
Bachelors,47,38,Project Manager,White,None,2683173247,user3405@example.com,Bachelors in CS,802243750,Female,Clear
Bachelors,39,9,Software Engineer,Hispanic,Christian,1992156596,user2995@example.com,PhD in CS,241943636,Male,Clear
Bachelors,61,20,Junior Developer,Hispanic,Hindu,5582594798,user5288@example.com,PhD in CS,882774113,Male,Clear
Bachelors,30,19,Research Scientist,Other,None,5271645152,user1049@example.com,PhD in CS,692244773,Female,Clear
Masters,26,10,Junior Developer,Asian,Christian,3173522245,user8775@example.com,Bachelors in CS,580246622,Female,Clear
Bachelors,47,40,Data Analyst,Other,Hindu,8323198703,user3119@example.com,Masters in CS,709701444,Male,Clear
PhD,55,31,Software Engineer,Asian,Hindu,7657754808,user7766@example.com,Bachelors in CS,878589035,Female,Clear
Bachelors,28,7,Data Analyst,Hispanic,None,4246077283,user2081@example.com,Bachelors in CS,544273229,Male,Clear
Bachelors,54,17,Software Engineer,White,None,5802746510,user5407@example.com,Bachelors in CS,831325969,Male,Clear
PhD,51,26,Project Manager,Hispanic,Muslim,4420062501,user3758@example.com,Bachelors in CS,169851727,Male,Clear
Bachelors,53,32,Data Analyst,Hispanic,Buddhist,6332578553,user5094@example.com,PhD in CS,250670230,Female,Clear
Masters,34,22,Data Analyst,Hispanic,Hindu,6624532741,user8594@example.com,Masters in CS,225882759,Female,Clear
Bachelors,59,3,Software Engineer,White,Hindu,5841214165,user6317@example.com,Bachelors in CS,730104318,Male,Clear
PhD,39,38,Data Analyst,Hispanic,Buddhist,5346171673,user7090@example.com,PhD in CS,585811736,Female,Clear
PhD,54,9,Research Scientist,Other,Muslim,7798273480,user8864@example.com,PhD in CS,241093470,Female,Clear
Bachelors,42,1,Data Analyst,Black,Muslim,7100984779,user3538@example.com,Bachelors in CS,598959694,Male,Clear
Bachelors,62,27,Project Manager,Other,Hindu,8077741609,user4517@example.com,Bachelors in CS,799002559,Female,Clear
Masters,29,21,Software Engineer,White,Buddhist,5938007879,user8933@example.com,Bachelors in CS,974144682,Female,Clear
Bachelors,56,11,Data Analyst,White,Buddhist,2984124386,user3953@example.com,PhD in CS,648640562,Male,Clear
Masters,61,18,Project Manager,Other,Hindu,2241407024,user9675@example.com,Masters in CS,245378036,Female,Clear
Masters,39,36,Software Engineer,Hispanic,Christian,9189628007,user5953@example.com,Masters in CS,384448581,Male,Clear
Masters,55,24,Research Scientist,Asian,None,7122510249,user5836@example.com,PhD in CS,834312867,Female,Clear
Bachelors,59,6,Software Engineer,Hispanic,Muslim,4109980135,user9322@example.com,PhD in CS,116700651,Female,Clear
Bachelors,53,13,Project Manager,White,Muslim,9912401678,user9345@example.com,Bachelors in CS,167740998,Female,Clear
Masters,52,19,Junior Developer,Other,Christian,8690826330,user4563@example.com,PhD in CS,545644489,Male,Clear
Bachelors,26,34,Junior Developer,Asian,Christian,7516192243,user7384@example.com,Masters in CS,478737035,Male,Clear
Masters,57,11,Junior Developer,Black,Christian,9349507269,user8217@example.com,PhD in CS,485748956,Male,Clear
Masters,55,23,Project Manager,Other,Hindu,9049745735,user3731@example.com,Bachelors in CS,679011854,Female,Clear
PhD,42,32,Junior Developer,White,Buddhist,8362950359,user7165@example.com,PhD in CS,437606060,Female,Clear
PhD,51,1,Project Manager,Black,Buddhist,9186448874,user7828@example.com,Bachelors in CS,351498643,Female,Clear
Bachelors,20,16,Research Scientist,Other,Buddhist,8554895759,user6276@example.com,PhD in CS,408836401,Female,Clear
PhD,48,17,Software Engineer,Hispanic,Christian,6726129749,user6673@example.com,PhD in CS,472336650,Male,Clear
Masters,62,5,Data Analyst,Hispanic,Christian,7587139184,user8471@example.com,PhD in CS,266801279,Male,Clear
Masters,27,14,Data Analyst,Black,Muslim,5333566125,user3315@example.com,Masters in CS,148384488,Female,Clear
Bachelors,48,4,Data Analyst,Black,None,2385524702,user5133@example.com,PhD in CS,838460543,Female,Clear
Masters,39,9,Project Manager,Black,Buddhist,4500020867,user2946@example.com,Bachelors in CS,624044370,Female,Clear
Bachelors,27,38,Project Manager,Hispanic,Hindu,2577695365,user5993@example.com,Bachelors in CS,712539597,Female,Clear
Masters,35,40,Junior Developer,Asian,None,9168783607,user9326@example.com,PhD in CS,516299180,Male,Clear
PhD,32,20,Junior Developer,Black,Hindu,2941156645,user6007@example.com,Bachelors in CS,580644536,Male,Clear
PhD,25,11,Research Scientist,Black,Buddhist,4157115228,user9733@example.com,PhD in CS,794080853,Female,Clear
Masters,21,14,Software Engineer,Hispanic,Muslim,6398918696,user1972@example.com,Masters in CS,532369316,Male,Clear
Masters,57,24,Junior Developer,Black,None,2094485751,user8047@example.com,PhD in CS,106103841,Female,Clear
Masters,61,37,Software Engineer,Asian,None,7771696237,user5219@example.com,Bachelors in CS,733104051,Male,Clear
Masters,47,8,Project Manager,Asian,Christian,3624285173,user3211@example.com,PhD in CS,283883901,Male,Clear
Masters,56,35,Software Engineer,White,Muslim,4741072725,user6348@example.com,Masters in CS,422540730,Female,Clear
PhD,36,26,Data Analyst,White,Buddhist,8680720996,user6279@example.com,Masters in CS,791775586,Female,Clear
PhD,35,24,Data Analyst,White,Muslim,5568849722,user5082@example.com,Masters in CS,559509694,Female,Clear
Bachelors,46,6,Data Analyst,Other,Christian,9227161142,user4874@example.com,PhD in CS,787561709,Male,Clear
PhD,43,39,Software Engineer,Hispanic,Hindu,5969712051,user1849@example.com,Masters in CS,662989553,Male,Clear
Masters,35,3,Project Manager,Asian,Buddhist,1285340708,user2133@example.com,PhD in CS,877093825,Female,Clear
Bachelors,32,15,Junior Developer,Other,Buddhist,9858929363,user4168@example.com,PhD in CS,763642765,Female,Clear
Bachelors,25,23,Project Manager,White,Hindu,8148382397,user1639@example.com,PhD in CS,511510593,Female,Clear
Masters,35,9,Data Analyst,White,None,8897132165,user4568@example.com,Masters in CS,168727060,Female,Clear
Masters,34,26,Project Manager,Black,None,4172808173,user2202@example.com,Bachelors in CS,308036024,Male,Clear
PhD,31,39,Data Analyst,Asian,Hindu,7052302424,user4279@example.com,Bachelors in CS,293385412,Female,Clear
PhD,25,22,Junior Developer,Hispanic,Christian,5564790661,user5747@example.com,Bachelors in CS,346343739,Female,Clear
PhD,65,27,Junior Developer,Hispanic,None,2831194624,user1063@example.com,Masters in CS,285055286,Male,Clear
Masters,57,6,Data Analyst,Black,Christian,5571085730,user1068@example.com,PhD in CS,902044917,Female,Clear
Bachelors,41,32,Project Manager,Hispanic,Buddhist,1428542504,user7031@example.com,Bachelors in CS,834087400,Female,Clear
Masters,31,27,Research Scientist,Hispanic,Muslim,4380941492,user3431@example.com,Masters in CS,441405865,Male,Clear
Masters,64,31,Research Scientist,White,Buddhist,2306428382,user8894@example.com,Masters in CS,306458141,Male,Clear
PhD,51,38,Data Analyst,Asian,Buddhist,9633973576,user3300@example.com,PhD in CS,659889300,Male,Clear
PhD,24,26,Data Analyst,Hispanic,Muslim,1407307766,user6087@example.com,Bachelors in CS,713034830,Female,Clear
Bachelors,52,39,Junior Developer,Hispanic,Hindu,9566787977,user8057@example.com,Masters in CS,229282558,Female,Clear
Masters,55,37,Junior Developer,Hispanic,Christian,2529925367,user3795@example.com,Bachelors in CS,761985369,Male,Clear
PhD,63,11,Research Scientist,Black,Muslim,9515304915,user1087@example.com,Masters in CS,520038584,Female,Clear
Masters,24,29,Project Manager,Asian,Christian,4116086167,user6521@example.com,Masters in CS,325882596,Female,Clear
PhD,43,19,Data Analyst,Black,Hindu,5826746265,user3025@example.com,Bachelors in CS,641344381,Female,Clear
Bachelors,61,1,Software Engineer,Black,Muslim,5144054570,user1786@example.com,Bachelors in CS,476095160,Female,Clear
Bachelors,25,40,Research Scientist,Other,Buddhist,5102716453,user6647@example.com,Bachelors in CS,743238360,Female,Clear
Masters,46,31,Data Analyst,Hispanic,Buddhist,2711695968,user3063@example.com,Masters in CS,600983164,Female,Clear
Masters,29,40,Project Manager,Other,Muslim,5684612731,user1915@example.com,Bachelors in CS,721481558,Male,Clear
Masters,30,28,Data Analyst,Other,Christian,4952519223,user7867@example.com,Masters in CS,123548126,Male,Clear
Bachelors,33,5,Data Analyst,Hispanic,Muslim,3706592892,user5179@example.com,Masters in CS,821239511,Male,Clear
Masters,54,35,Data Analyst,Other,None,9207465089,user4912@example.com,Bachelors in CS,130716154,Male,Clear
Bachelors,56,24,Junior Developer,Hispanic,None,9513374242,user9197@example.com,Bachelors in CS,476449427,Female,Clear
PhD,47,21,Software Engineer,Black,Hindu,2669211447,user4701@example.com,Bachelors in CS,610374792,Male,Clear
Masters,20,12,Data Analyst,Asian,Buddhist,8403337140,user9548@example.com,Bachelors in CS,986467085,Male,Clear
PhD,34,9,Project Manager,White,Muslim,8761348579,user3886@example.com,Bachelors in CS,315794406,Female,Clear
Bachelors,53,19,Project Manager,Other,Buddhist,8682815875,user9063@example.com,Bachelors in CS,162678423,Male,Clear
Bachelors,25,32,Software Engineer,Hispanic,Muslim,1705256339,user3433@example.com,Masters in CS,630666887,Male,Clear
Masters,42,8,Software Engineer,Other,None,7412670783,user2962@example.com,Bachelors in CS,424636238,Male,Clear
Masters,44,6,Junior Developer,Hispanic,None,2064650814,user9376@example.com,Bachelors in CS,774515618,Male,Clear
PhD,56,23,Research Scientist,Other,Buddhist,2688370663,user2210@example.com,Masters in CS,530877556,Male,Clear
Masters,65,32,Junior Developer,Hispanic,Muslim,8840069920,user1207@example.com,PhD in CS,989583854,Male,Clear
